"TIME.M","SOG","AWS","AWA","COG","LAT","LON","TWS","TWA","AWS.range","TWS.range","AWA.range","TWA.range","target.SOG","diff.SOG","pol.perc"
2017-07-22 20:51:00,7.815,15,80.5,331.465,43.7673083333333,-82.5218783333333,15.7282807008892,109.844611932958,"(12,16]","(12,16]","(60,90]","(60,90]",7.60362156274898,0.21137843725102,102.779970511507
2017-07-22 20:52:00,7.13555555555556,13.1085714285714,79.2,340.696111111111,43.7686621296296,-82.5225685185185,13.7002426454534,109.971053312381,"(12,16]","(12,16]","(60,90]","(60,90]",7.21153024777947,-0.0759746922239151,98.9464830678994
2017-07-22 20:53:00,7.2812,14.7789473684211,75.8947368421053,345.2508,43.7705290151515,-82.5233526515152,14.7981048364511,104.397485123849,"(12,16]","(12,16]","(60,90]","(60,90]",7.45739581780711,-0.176195817807112,97.6373009813106
2017-07-22 20:54:00,7.20611111111111,13.5614035087719,77.3421052631579,324.727222222222,43.7722189473684,-82.5240107894737,13.8928362607897,107.745588216135,"(12,16]","(12,16]","(60,90]","(60,90]",7.28290851874952,-0.0767974076384057,98.9455118454297
2017-07-22 20:55:00,7.10058823529412,13.8551724137931,81.9655172413793,343.642941176471,43.7742260784314,-82.5248084313725,14.6588959860796,110.626950533297,"(12,16]","(12,16]","(60,90]","(60,90]",7.47065593569652,-0.370067700402405,95.0463827595896
2017-07-22 20:56:00,7.02823529411765,13.7478260869565,76.8478260869565,319.132352941176,43.7762384615385,-82.5256624358974,13.9437441628585,106.242367011771,"(12,16]","(12,16]","(60,90]","(60,90]",7.28921093572368,-0.260975641606035,96.4196996916769
2017-07-22 20:57:00,7.31909090909091,14.3684210526316,76.8289473684211,346.605,43.7783658333333,-82.5265622619048,14.563502177223,106.12639209687,"(12,16]","(12,16]","(60,90]","(60,90]",7.43571756032189,-0.116626651230977,98.4315346799438
2017-07-22 20:58:00,7.08642857142857,13.2679245283019,82.7547169811321,339.825,43.7800143181818,-82.5271613636364,14.2316421857241,112.355837098316,"(12,16]","(12,16]","(60,90]","(60,90]",7.34598447288899,-0.25955590146042,96.4666968407252
2017-07-22 20:59:00,7.1744,13.5346153846154,86.7788461538462,334.146,43.7818984722222,-82.5283484722222,14.9581214504972,115.390775093427,"(12,16]","(12,16]","(60,90]","(60,90]",7.481907872923,-0.307507872922995,95.8899804950036
2017-07-22 21:00:00,7.02,14.45,78.5416666666667,343.086315789474,43.7836611111111,-82.5292454444444,14.7573750402668,106.330452349961,"(12,16]","(12,16]","(60,90]","(60,90]",7.47262169716073,-0.452621697160732,93.9429330761825
2017-07-22 21:01:00,7.24464285714286,13.8714285714286,74.7410714285714,331.942857142857,43.7856460897436,-82.5300307051282,13.8565971647451,105.032482591545,"(12,16]","(12,16]","(60,90]","(60,90]",7.26312596301719,-0.0184831058743331,99.7455213365644
2017-07-22 21:02:00,7.0675,14.0035714285714,75.3214285714286,345.3275,43.7873233333333,-82.530699,13.9961497930947,104.562134390935,"(12,16]","(12,16]","(60,90]","(60,90]",7.29912639736273,-0.231626397362735,96.8266558934173
2017-07-22 21:03:00,7.24076923076923,14.1209302325581,77.1395348837209,342.256923076923,43.7893815555556,-82.5315784444444,14.3636319257517,106.576050191545,"(12,16]","(12,16]","(60,90]","(60,90]",7.386020551702,-0.14525132093277,98.033429234105
2017-07-22 21:04:00,7.025,13.7034482758621,77.8620689655172,342.22375,43.7911055128205,-82.5325234615385,14.0232633245608,107.186490238913,"(12,16]","(12,16]","(60,90]","(60,90]",7.30939042902288,-0.28439042902288,96.1092456096794
2017-07-22 21:05:00,7.19583333333333,14.025,77.725,315.485833333333,43.7932161904762,-82.5333926984127,14.3376419480903,107.092543898645,"(12,16]","(12,16]","(60,90]","(60,90]",7.39114967109885,-0.195316337765518,97.3574295413168
2017-07-22 21:06:00,7.24347826086957,12.675,82.1770833333333,333.623043478261,43.7947090151515,-82.5343045454545,13.716065462858,113.723354042832,"(12,16]","(12,16]","(60,90]","(60,90]",7.17626669159999,0.0672115692695794,100.936581263741
2017-07-22 21:07:00,7.05652173913044,13.8947368421053,76.5,337.466086956522,43.7966737681159,-82.5353610869565,14.0385280415693,105.759479825307,"(12,16]","(12,16]","(60,90]","(60,90]",7.30501851257196,-0.248496773441524,96.598273186935
2017-07-22 21:08:00,7.1625,13.0925,76.25,343.888,43.7983115,-82.53626425,13.3467958154329,107.667244386826,"(12,16]","(12,16]","(60,90]","(60,90]",7.14653965122263,0.0159603487773676,100.223329744972
2017-07-22 21:09:00,7.3025,13.3833333333333,78.3541666666667,337.2935,43.8003038541667,-82.5372321875,13.8918520335138,109.341361863021,"(12,16]","(12,16]","(60,90]","(60,90]",7.27518280665091,0.0273171933490906,100.375484631453
2017-07-22 21:10:00,7.28954545454545,13.4867924528302,78.5660377358491,339.9,43.8022054347826,-82.5382572463768,14.0018709754106,109.248525886282,"(12,16]","(12,16]","(60,90]","(60,90]",7.30640189506639,-0.0168564405209377,99.7692921801589
2017-07-22 21:11:00,6.97947368421053,13.3208333333333,78.4583333333333,338.241052631579,43.8039259027778,-82.539156875,13.7460438748307,108.291573548588,"(12,16]","(12,16]","(60,90]","(60,90]",7.23958277853887,-0.260109094328344,96.4071259037273
2017-07-22 21:12:00,7.35277777777778,14.3086206896552,75.7327586206897,344.301111111111,43.8058243518519,-82.5400276851852,14.385546735672,105.42611349775,"(12,16]","(12,16]","(60,90]","(60,90]",7.38678640541626,-0.034008627638479,99.5396018542848
2017-07-22 21:13:00,7.085,12.944,77.39,308.142222222222,43.8077362698413,-82.5406068253968,13.330493422219,108.632946124912,"(12,16]","(12,16]","(60,90]","(60,90]",7.13073689657882,-0.0457368965788234,99.3585950899301
2017-07-22 21:14:00,7.225,13.7096153846154,79,320.116875,43.8096804347826,-82.5413434782609,14.2251244206235,108.905604793539,"(12,16]","(12,16]","(60,90]","(60,90]",7.36692640457548,-0.141926404575478,98.0734651497627
2017-07-22 21:15:00,7.29769230769231,13.9214285714286,78.0119047619048,293.914615384615,43.8117599122807,-82.5421285087719,14.3128786943019,107.929180130104,"(12,16]","(12,16]","(60,90]","(60,90]",7.39203970327018,-0.0943473955778735,98.7236622182084
2017-07-22 21:16:00,7.18842105263158,13.5239130434783,71.9565217391304,327.755263157895,43.8137394791667,-82.5428815625,13.2040442446302,103.130427417336,"(12,16]","(12,16]","(60,90]","(60,90]",7.13368194366612,0.0547391089654585,100.767333186393
2017-07-22 21:17:00,7.23782608695652,13.4,80.55,300.35347826087,43.8157025833333,-82.54358975,14.1456067356629,110.862920899644,"(12,16]","(12,16]","(60,90]","(60,90]",7.33468332003185,-0.0968572330753252,98.6794626454997
2017-07-22 21:18:00,7.2135,13.5416666666667,78.125,345.8185,43.8174695833333,-82.5441575,13.9717402274543,108.472479670725,"(12,16]","(12,16]","(60,90]","(60,90]",7.29726012581852,-0.083760125818519,98.8521702067031
2017-07-22 21:19:00,6.93,12.2461538461538,81.2692307692308,343.328888888889,43.8191065555556,-82.5447782222222,13.1236173159251,112.731488324753,"(12,16]","(12,16]","(60,90]","(60,90]",7.03581032301291,-0.105810323012911,98.4961174597498
2017-07-22 21:20:00,7.006875,12.3481481481481,79.462962962963,347.39125,43.8211983333333,-82.5455097222222,13.0356565605127,111.363877956905,"(12,16]","(12,16]","(60,90]","(60,90]",7.04374679439805,-0.0368717943980466,99.4765315183196
2017-07-22 21:21:00,7.18388888888889,13.5576923076923,74.6923076923077,328.776111111111,43.8230366666667,-82.5459667708333,13.5644090236628,105.411005274302,"(12,16]","(12,16]","(60,90]","(60,90]",7.1991717278984,-0.0152828390095081,99.787713926169
2017-07-22 21:22:00,7.08307692307692,13.0875,83.0416666666667,340.98,43.8251066666667,-82.5467618055556,14.106450377929,112.9370473567,"(12,16]","(12,16]","(60,90]","(60,90]",7.29836342024248,-0.215286497165557,97.0502085910322
2017-07-22 21:23:00,6.98133333333333,13.2789473684211,93.6578947368421,334.345333333333,43.8267820238095,-82.5477114285714,15.3915038326019,120.572339310057,"(12,16]","(12,16]","(90,120]","(90,120]",7.45714486319696,-0.475811529863628,93.6193873313111
2017-07-22 21:24:00,7.13818181818182,12.440625,83.890625,344.647272727273,43.828675,-82.5487117777778,13.6682355538618,115.174590085093,"(12,16]","(12,16]","(60,90]","(60,90]",7.13781303532061,0.00036878286120956,100.005166608587
2017-07-22 21:25:00,7.005,12.0942857142857,81.7428571428571,328.4185,43.83063,-82.5494255128205,13.0769775550864,113.75649909171,"(12,16]","(12,16]","(60,90]","(60,90]",7.01467496416427,-0.00967496416427238,99.8620753746439
2017-07-22 21:26:00,7.09615384615385,12.6840909090909,83.8522727272727,341.724615384615,43.8323532142857,-82.5501355952381,13.8550776056519,114.464458086636,"(12,16]","(12,16]","(60,90]","(60,90]",7.20559258143613,-0.10943873528228,98.4811972916117
2017-07-22 21:27:00,7.00285714285714,11.7451612903226,109.741935483871,321.443571428571,43.834235,-82.550751025641,15.5741490295494,134.779831709382,"(10,12]","(12,16]","(90,120]","(90,120]",7.18828801696337,-0.185430874106226,97.4203750090615
2017-07-22 21:28:00,6.96,11.6607142857143,79.8035714285714,342.735,43.8360105128205,-82.5513997435897,12.4771762212741,113.102603336768,"(10,12]","(12,16]","(60,90]","(60,90]",6.95030780120987,0.00969219879013217,100.139449921749
2017-07-22 21:29:00,7.14222222222222,12.4121212121212,79.6363636363636,342.722777777778,43.8380132142857,-82.5523929761905,13.1596612686608,111.904469276376,"(12,16]","(12,16]","(60,90]","(60,90]",7.05492891545756,0.0872933067646597,101.237337864219
2017-07-22 21:30:00,7.015,12.11,71.6333333333333,301.482857142857,43.8397291111111,-82.5528478888889,11.9300592369235,105.554861516248,"(12,16]","(10,12]","(60,90]","(60,90]",7.03773639275356,-0.0227363927535604,99.6769359992373
2017-07-22 21:31:00,6.62444444444444,12.1148148148148,74.9814814814815,192.575555555556,43.8415480952381,-82.5532035714286,12.2089888921251,106.586051389786,"(12,16]","(12,16]","(60,90]","(60,90]",7.0294355255473,-0.404991081102857,94.238640078126
2017-07-22 21:32:00,7.03863636363636,12.3229166666667,79.6458333333333,340.217727272727,43.843315462963,-82.5540263888889,13.0467608040557,111.69911552677,"(12,16]","(12,16]","(60,90]","(60,90]",7.03852874729223,0.00010761634413825,100.001528960781
2017-07-22 21:33:00,6.97083333333333,12.1392857142857,80.8392857142857,341.250833333333,43.8455036666667,-82.5551076666667,13.0004130655553,112.801645034238,"(12,16]","(12,16]","(60,90]","(60,90]",7.01144951722976,-0.0406161838964234,99.4207163041449
2017-07-22 21:34:00,6.98347826086956,12.1446808510638,77.8510638297872,325.038695652174,43.8471936805556,-82.5559725,12.6713933901432,110.451593251862,"(12,16]","(12,16]","(60,90]","(60,90]",7.00705850280567,-0.0235802419361058,99.6634787346693
2017-07-22 21:35:00,7.089375,11.6205882352941,78.1323529411765,338.164375,43.8487491666667,-82.5568433333333,12.3050003583032,112.452947039423,"(10,12]","(12,16]","(60,90]","(60,90]",6.95506610395451,0.134308896045489,101.931094457451
2017-07-22 21:36:00,6.93117647058823,12.3555555555556,75,337.680588235294,43.8506504545455,-82.5579239393939,12.5048467466389,107.370540208652,"(12,16]","(12,16]","(60,90]","(60,90]",7.03116649361476,-0.0999900230265265,98.5779027830257
2017-07-22 21:37:00,6.909,12.5241379310345,73.4655172413793,345.582,43.8528002083333,-82.5588316666667,12.4634335728616,105.566887442764,"(12,16]","(12,16]","(60,90]","(60,90]",7.04593801876117,-0.136938018761173,98.0564969717794
2017-07-22 21:38:00,7.23583333333333,13.0228571428571,77.2285714285714,340.989166666667,43.8546093589744,-82.5595862820513,13.4272174896725,108.934562922498,"(12,16]","(12,16]","(60,90]","(60,90]",7.14990034810988,0.0859329852234545,101.201876684144
2017-07-22 21:39:00,7.13533333333333,13.3684210526316,77.0657894736842,340.054666666667,43.8562159090909,-82.5603759090909,13.6720813726427,107.639686930251,"(12,16]","(12,16]","(60,90]","(60,90]",7.2260299119149,-0.0906965785815705,98.7448629512034
2017-07-22 21:40:00,7.14933333333333,13.7352941176471,71.6764705882353,346.179333333333,43.85825675,-82.5611808333333,13.3427027633897,102.250773419498,"(12,16]","(12,16]","(60,90]","(60,90]",7.15796798039136,-0.00863464705802208,99.879370135747
2017-07-22 21:41:00,7.0125,12.3125,76.75,346.52,43.8602246666667,-82.5619296666667,12.6962137808647,109.272215856189,"(12,16]","(12,16]","(60,90]","(60,90]",7.0232246766167,-0.0107246766166957,99.8472969738188
2017-07-22 21:42:00,6.89055555555556,11.9888888888889,73.3055555555556,342.829444444444,43.8618043137255,-82.5626441176471,11.9896118364645,106.705960129222,"(10,12]","(10,12]","(60,90]","(60,90]",7.02718289934898,-0.136627343793426,98.0557309273097
2017-07-22 21:43:00,6.6275,10.6181818181818,75,332.275,43.8636624074074,-82.5636307407407,10.9655056285635,110.718332935626,"(10,12]","(10,12]","(60,90]","(60,90]",6.77102763629395,-0.143527636293951,97.8802680478718
2017-07-22 21:44:00,6.53428571428571,10.9269230769231,74.5,342.311428571429,43.8651575,-82.56454875,11.1325240373501,108.944472947864,"(10,12]","(10,12]","(60,90]","(60,90]",6.86178019052388,-0.327494476238164,95.2272665817766
2017-07-22 21:45:00,6.920625,11.475,78.7916666666667,341.358125,43.8670588235294,-82.5653165686275,12.1941828227807,112.620263717778,"(10,12]","(12,16]","(60,90]","(60,90]",6.9502353479372,-0.0296103479371981,99.5739662550278
2017-07-22 21:46:00,6.52461538461538,11.021875,78.234375,343.884615384615,43.8687581944444,-82.5660018055556,11.6070993148945,111.622833733505,"(10,12]","(10,12]","(60,90]","(60,90]",6.93892347332143,-0.414308088706043,94.0292166313844
2017-07-22 21:47:00,6.85777777777778,11.6086956521739,73.5652173913043,328.902222222222,43.8705112962963,-82.5666316666667,11.6937542775642,107.793186694824,"(10,12]","(10,12]","(60,90]","(60,90]",7.00363362031881,-0.145855842541031,97.9174261469378
2017-07-22 21:48:00,6.66294117647059,11.0888888888889,78.8333333333333,348.032352941176,43.8724568055556,-82.5672309722222,11.7788249786849,112.541419358124,"(10,12]","(10,12]","(60,90]","(60,90]",6.94349592648837,-0.28055475001778,95.9594597161423
2017-07-22 21:49:00,6.45454545454545,9.75405405405405,78.5810810810811,337.861818181818,43.8740168518518,-82.5679188888889,10.5770391020761,115.31945737285,"(8,10]","(10,12]","(60,90]","(60,90]",6.58809729125266,-0.133551836707205,97.9728314442999
2017-07-22 21:50:00,5.99833333333333,9.13103448275862,79.2413793103448,334.870833333333,43.8758856666667,-82.5688166666667,9.94521943919057,115.578528568128,"(8,10]","(8,10]","(60,90]","(60,90]",6.52411277947055,-0.52577944613722,91.9409816490038
2017-07-22 21:51:00,6.05333333333333,9.703125,78.265625,343.612666666667,43.8772848039216,-82.5696218627451,10.3393683971109,113.241318542666,"(8,10]","(10,12]","(60,90]","(60,90]",6.58221186006356,-0.528878526730229,91.965033366077
2017-07-22 21:52:00,5.81285714285714,11.1105263157895,61.0394736842105,249.285714285714,43.8786688888889,-82.57016,9.73083531084673,92.5507462352749,"(10,12]","(8,10]","(60,90]","(60,90]",6.71862695732019,-0.905769814463046,86.5185279638695
2017-07-22 21:53:00,6.23866666666667,9.98333333333333,79.8809523809524,273.178,43.8804567708333,-82.5703680208333,10.8028938582299,114.527791988043,"(8,10]","(10,12]","(60,90]","(60,90]",6.66986556337891,-0.431198896712246,93.5351186224839
2017-07-22 21:54:00,5.964375,9.192,89.88,313.38125,43.8820583333333,-82.5711216666667,10.9470080311164,122.893693413599,"(8,10]","(10,12]","(60,90]","(60,90]",6.53959449698788,-0.575219496987884,91.204049467397
2017-07-22 21:55:00,6.2725,9.54230769230769,69.5769230769231,349.2075,43.883639047619,-82.5716885714286,9.41423152407197,108.214883228202,"(8,10]","(8,10]","(60,90]","(60,90]",6.5695438018818,-0.297043801881799,95.4784714001494
2017-07-22 21:56:00,5.96727272727273,9.22307692307692,75.9615384615385,280.001818181818,43.8854341025641,-82.572162051282,9.69395058431296,112.629848117616,"(8,10]","(8,10]","(60,90]","(60,90]",6.55911735063328,-0.591844623360548,90.9767642241771
2017-07-22 21:57:00,6.18,9.35714285714286,77.0476190476191,292.045263157895,43.8870715277778,-82.5725598611111,9.99127797962996,114.118445313155,"(8,10]","(8,10]","(60,90]","(60,90]",6.55099342851163,-0.370993428511628,94.3368371139411
